id1,id2,ratio
01001_AM,20013,0.0026702159826722
01001_AM,20019,0.0032343387219135
01001_AM,20022_AM,0.0016041255546025
01001_AM,20025_AM,0.003208251109205
01001_AM,20034_AM,0.0016041255546025
01001_AM,20051,0.0012290942363359
01001_AM,20055,0.0026702159826722
01001_AM,2006906,0.0026702159826722
01001_AM,20076,0.0016041255546025
01001_AM,24139_AM,0.0012290942363359
01001_AM,26071_AM,0.0017469946282278
01001_AM,2608902,0.0026702159826722
01001_AM,28901_AM,0.0018558972799374
01001_AM,31010_AM,0.0211696600013691
01001_AM,31041_AM,0.0029760888645637
01001_AM,31084_AM,0.0048123766638075
01001_AM,31088,0.0016041255546025
01001_AM,31122,0.0016041255546025
01001_AM,31138_AM,0.003208251109205
01001_AM,3120105,0.0026702159826722
01001_AM,31260_AM,0.0026702159826722
01001_AM,31908_AM,0.0016041255546025
01002,20030,0.0034198128862552
01002,2006907,0.0034198128862552
01002,24056_AM,0.0034198128862552
01002,2807916,0.0034198128862552
01002,31904_AM,0.0034198128862552
01010_AM,20049,0.0032802672785504
01031_AM,20030,0.001246845168717
01031_AM,26002_AM,0.0132640276274047
01031_AM,26005_AM,0.0044854449910917
01031_AM,26026_AM,0.0084592713758397
01031_AM,26059_AM,0.0162092123775673
01031_AM,26061_AM,0.003973826384748
01031_AM,26064_AM,0.1348824358089788
01031_AM,26071_AM,0.0532148654028726
01031_AM,26084,0.0052713380087587
01031_AM,2608901_AD,0.0048680330246207
01031_AM,2608902,0.0419236769524825
01031_AM,2608903,0.0192597833547408
01031_AM,2608904,0.0200456763724079
01031_AM,2608905,0.0081262238763756
01031_AM,26102,0.0014745064411701
01031_AM,26129_AM,0.0480457610416842
01031_AM,26168,0.0033935265834505
01031_AM,31029_AM,0.0078789715745422
01031_AM,31041_AM,0.0074310801097457
01031_AM,31072_AM,0.0044854449910917
01031_AM,31165_AM,0.0044854449910917
01031_AM,31251_AM,0.0033935265834505
01036,20079,0.001110945580996
01036,24139_AM,0.001110945580996
01036,31060,0.001110945580996
01036,31086,0.001110945580996
01036,31157_AM,0.001110945580996
01043_AM,26002_AM,0.0250544947269841
01043_AM,26005_AM,0.0209926577778707
01043_AM,26026_AM,0.0022863290649166
01043_AM,26059_AM,0.0109117872700888
01043_AM,26061_AM,0.0022090400128989
01043_AM,26064_AM,0.0660576447909319
01043_AM,26084,0.0063572028878043
01043_AM,2608901_AD,0.0331279901945163
01043_AM,2608902,0.0821737201051892
01043_AM,2608903,0.0471066070486664
01043_AM,2608904,0.0650452771157343
01043_AM,2608905,0.0631242280012765
01043_AM,26102,0.0038049994839469
01043_AM,26129_AM,0.0044953690778155
01043_AM,26138,0.0022863290649166
01043_AM,26168,0.0103507876586744
01043_AM,31010_AM,0.0026525602652465
01043_AM,31029_AM,0.0305572374181746
01043_AM,31041_AM,0.0208052615532864
01043_AM,31097,0.0252709040726336
01043_AM,31142_AM,0.0026525602652465
01043_AM,3120101,0.0040708738228877
01043_AM,31251_AM,0.0063572028878043
01043_AM,31260_AM,0.005305120530493
01047_AM,20005_AM,0.0084918475190989
01047_AM,20025_AM,0.0054899667682808
01047_AM,2006906,0.0084918475190989
01047_AM,24065_AM,0.007577229629643
01047_AM,26042_AM,0.0054899667682808
01047_AM,2608904,0.0041537389525094
01051,20025_AM,0.0100829442053567
01051,20073,0.0050414721026783
01051,20074_AM,0.0050414721026783
01051,26129_AM,0.0050414721026783
01051,31010_AM,0.0050414721026783
01051,31029_AM,0.0050414721026783
01051,31251_AM,0.0050414721026783
01058_AM,20013,0.0126972219775189
01058_AM,20025_AM,0.0028680228170377
01058_AM,20030,0.0042324073258396
01058_AM,20034_AM,0.0028680228170377
01058_AM,20055,0.1269722197751899
01058_AM,20059,0.0197976521203964
01058_AM,2006906,0.0084648146516793
01058_AM,20074_AM,0.0253944439550379
01058_AM,20080,0.0042324073258396
01058_AM,2408904,0.0028680228170377
0105901,20013,0.0014372563671967
0105901,20034_AM,0.0014372563671967
0105901,20055,0.0019163418229289
0105902,20055,0.002472783271356
0105903,20055,0.0026760827242343
0105904,20055,0.0024753949697308
0105905,20055,0.0016070518080224
0105906,20013,0.0014779070475573
0105906,20034_AM,0.002216860571336
0105906,20063,0.0014779070475573
0105906,26071_AM,0.0014779070475573
0105906,2608902,0.0014779070475573
0105906,26129_AM,0.002216860571336
0105906,31076_AM,0.0014779070475573
01063_AM,20043_AM,0.0036759414598938
01063_AM,31076_AM,0.0047835571298764
01901_AM,20013,0.0030734144879107
01901_AM,20034_AM,0.0030734144879107
01901_AM,2006907,0.0030734144879107
01901_AM,20071,0.003229701626456
