id,area,Y,M,O,total
28038_AM,68.2446655708544,3041,7384,1419,11844
28040,49.4826320021171,3807,12234,8148,24189
28041,20.8040719833377,1552,4202,2065,7819
28043,126.53939363677,2346,5186,1054,8586
28044,31.5425823269498,1496,5502,2758,9756
28045,183.14070929383504,8577,25172,15020,48769
28046,22.3312501780563,1537,4040,1638,7215
28047,25.2327783221974,12762,34728,14042,61532
2804901,1.98603077455233,6352,17969,9622,33943
2804902,4.4429131110847395,5489,15525,8314,29328
2804903_AD,5.649037986674751,3477,9838,5262,18577
28050_AM,18.2095292019478,1960,5196,2672,9828
28052_AM,159.398110221245,2146,5588,2897,10631
28053,43.176845004569394,2896,6168,1461,10525
28054,68.9353419168965,4411,8422,2883,15716
2805801,0.2586502116329759,1713,4404,2192,8309
2805802,5.42480306624032,4252,11262,5944,21458
2805803,0.558087577116229,3145,8359,4441,15945
2805804,16.0922377535531,5364,14218,7485,27067
2805805,0.370886240719477,2192,5826,3095,11113
2805806,7.556131238726159,6594,17525,9308,33427
2805807,2.65112832588196,4690,12464,6623,23777
2805808,2.81114853761508,4446,11815,6278,22539
2805809,3.53815758260047,5050,13427,7105,25582
28059,33.1926672737136,1692,3608,1491,6791
28060_AM,277.86662725139496,1376,3502,1170,6048
28061,65.1974768872882,5947,18347,10327,34621
2806501,12.6380174039324,3999,13800,7023,24822
2806502,2.43085289356134,5296,18736,9797,33829
2806503,8.76819922328113,10600,35742,18165,64507
2806504,54.908048518633,7906,27672,14289,49867
28066,17.1101682015583,2152,5854,2788,10794
28067_AM,72.5753787301552,1409,4450,2384,8243
28068,57.4168671049641,3755,9175,4752,17682
28072,45.2888904006841,1658,4445,2302,8405
28073,19.7101344111894,4229,11765,3317,19311
2807401,18.7151584129087,7920,17483,5665,31068
2807402,1.1493851332343,5430,11844,3708,20982
2807403,7.62721441369057,8349,18542,6093,32984
2807404,1.12242716951221,11215,24463,7659,43337
2807405,10.0872212233268,8497,18565,5829,32891
2807406,2.31360521311898,3239,7065,2212,12516
2807407,2.28795078390582,3348,7304,2287,12939
28075,44.377118043048704,2704,5460,1799,9963
2807901,5.212853967727519,26078,66241,29929,122248
2807902,6.588281461165719,30588,77698,35106,143392
2807903,5.36703770392244,23574,59881,27055,110510
2807904,5.40104636235989,28164,71539,32323,132026
2807905,9.19375366848166,28151,71505,32308,131964
2807906,5.3791242132297,30489,77446,34992,142927
2807907,4.68385919155282,25928,65859,29757,121544
2807908,238.338069693773,48157,122992,55424,226573
2807909,46.6425113742613,23066,59708,25348,108122
2807910,25.4886255182762,46660,123913,54768,225341
2807911,14.094617783112,50874,129225,58387,238486
2807912,7.752518148017001,28096,71368,32246,131710
2807913,14.9916284755892,47328,120217,54317,221862
2807914,6.1178020830995,19516,49573,22398,91487
2807915,11.4632383177695,43244,109844,49630,202718
2807916,27.504866544138302,37081,94062,41593,172736
2807917,20.2068624157168,29029,76091,34973,140093
2807918,51.5387092514935,21359,56677,26156,104192
2807919,35.3889874072555,14611,38469,17828,70908
2807920,22.2436442423978,30821,80395,38055,149271
2807921,41.9811234204816,9823,25205,11131,46159
2808001,28.1634370116873,5980,15469,6149,27598
2808002,10.3897305922634,9256,23928,9394,42578
28082,127.135123274469,1908,5257,1660,8825
28083,34.9970927887803,1928,6678,5209,13815
28084,17.963654685080698,4405,12222,6919,23546
28085_AM,113.448614439231,2178,5259,2248,9685
28086,49.6492758410716,1588,4819,3607,10014
28087,19.2625146430269,1185,2511,1118,4814
28089,31.2288022431003,1116,2545,1428,5089
28090,43.7213856973678,2723,7525,2495,12743
28091,45.5919674555532,2000,4502,1224,7726
2809201,20.4046015170666,7769,20841,10126,38736
2809202,7.94977654564164,9918,27017,13354,50289
2809203,1.6198701023548598,8365,22462,10978,41805
2809204,15.0345240727386,14353,37895,18450,70698
28095_AM,153.603652346824,1261,3513,1484,6258
28096,101.017807002889,6033,15662,7566,29261
28099_AM,76.3271112002586,1385,3433,1193,6011
28100,20.1344824700756,1762,3689,1226,6677
28104,43.8803877066732,4600,13445,5139,23184
2810601,25.0070201194151,26632,67095,31005,124732
28108,28.5687788521783,1555,3475,1060,6090
28110_AM,142.07610351275798,1667,4587,2191,8445
2811301,25.345720097604698,6167,14934,2903,24004
2811302,36.7548003092423,6681,16171,3139,25991
2811501,33.8914228826027,10028,29591,7747,47366
2811502,9.29667242701521,7269,21461,5593,34323
28119_AM,81.2742178144086,1242,3538,1894,6674
2812301,67.52731797786079,15899,48771,19437,84107
28125_AM,242.233689395103,1895,4624,2189,8708
2812701,58.320957444631595,17021,48139,27815,92975
28129,38.2953462856529,2276,6437,4741,13454
28130,38.866799316979105,7319,23356,7558,38233
28131,56.4691125036233,4856,10292,3170,18318
28132,105.297834819743,4774,10557,4164,19495
28133_AM,124.101078942343,2688,6630,2812,12130
2813401,59.3125072656755,14839,46818,22752,84409
28137_AM,229.995326670788,1672,5033,2605,9310
28140_AM,34.4351902510254,1215,3516,1257,5988
28141,24.7771587917821,689,4363,3990,9042
28144,42.32072266911,1966,5695,1310,8971
28145_AM,90.874596350775,1489,3849,1933,7271
2814801,18.35957567172,4716,18110,16141,38967
2814802,5.70300582949453,5636,22019,19398,47053
2814803,4.53710479631162,1634,6367,5494,13495
2814804,3.87341229018703,3126,12300,11027,26453
28149,8.996966969140288,1916,5436,1711,9063
28150,52.184992969356,1018,2493,1176,4687
28151_AM,56.1611227674841,1162,2834,1182,5178
28152,21.7849820863849,5171,11952,6170,23293
28154,43.5234801619884,1895,4333,1490,7718
28160,93.9518748696818,1202,6769,5090,13061
2816101,60.240938020824295,8924,23790,12967,45681
2816102,4.04332852461716,5204,13993,7794,26991
28162_AM,90.2116379535361,1911,4395,1205,7511
28164,34.4877183811752,1401,2567,865,4833
28165_AM,149.443995729178,1586,4828,2195,8609
28167,14.4046038436386,2330,7409,2642,12381
28171,77.3450872291309,1928,4313,737,6978
28172,34.6019343648887,3113,7655,2557,13325
28176,34.8451688026406,5095,11350,4867,21312
28177,25.5121347988592,1741,8567,6608,16916
28180,119.241802420186,1898,4510,1351,7759
28181,68.29432729368091,4997,14119,7386,26502
28901_AM,489.53468489263304,1357,3690,1628,6675
28903,37.9935974930514,10529,25079,7964,43572
29001,65.23450660484019,1493,3189,809,5491
29002_AM,114.743463627756,1403,3612,1578,6593
29005,9.7825540695844,1779,3717,789,6285
29007,82.8686360634731,9191,19711,11253,40155
29008,73.2486270525901,5753,11787,8122,25662
29009_AM,95.8763940255366,1789,3699,1342,6830
29011_AM,229.841650979972,1335,3973,1910,7218
29012,169.97716278861498,2804,7444,3555,13803
29015_AM,772.757851034449,11608,26222,7041,44871
29017,185.985970559302,2270,4878,2293,9441
29023,145.74215641963198,1360,4006,2283,7649
2902501,13.7771177101364,1427,5981,3937,11345
2902502,7.54987796586299,3924,16909,11114,31947
2902503,5.61953506037249,3205,13724,9095,26024
29027_AM,20.4922435392038,1047,2459,888,4394
29028_AM,356.39782224739804,1057,3161,1456,5674
29031_AM,329.401744818176,1395,3313,1324,6032
29032,188.198995180857,1887,4732,2458,9077
29038,105.294600354848,5333,12925,7732,25990
29039_AM,133.454297551215,1469,3992,2351,7812
29040_AM,243.15820105796,1415,3285,1599,6299
29041,162.78379238957598,1437,2959,1507,5903
29042,127.624927178726,4373,12912,4946,22231
29045_AM,94.817434000044,1735,3817,1656,7208
29046_AM,410.42792040144496,1678,4372,1825,7875
29049_AM,53.5810897054493,1251,3003,1104,5358
2905101,45.3574084668468,6056,16974,4680,27710
2905102,1.43964775396501,4680,13212,3557,21449
2905103,91.0014817846832,3870,10925,2985,17780
2905401,3.37910424558019,11212,24351,7378,42941
2905402,1.43066213877763,3317,7207,2180,12704
2905403,5.54042946598483,4597,9997,3031,17625
2906701,0.88274375222246,658,2364,1219,4241
2906702,129.86003685251902,11192,36592,18390,66174
2906703,0.197452009608103,515,1818,938,3271
2906704,0.88533361869196,2317,8320,4290,14927
2906705,0.195519136970636,605,2134,1102,3841
2906706,77.4929108619966,8935,31505,16396,56836
2906707,58.443000895904696,17789,63022,32766,113577
2906708,84.010181903981,16709,58960,30564,106233
2906709,3.6661213037460696,12110,43472,22419,78001
2906710,12.6170997986247,13505,48482,25002,86989
2906711,27.770005482083494,3110,10971,5722,19803
29068,35.5741576515462,3415,7452,4413,15280
2906901,10.4074292356949,13482,32119,16753,62354
2906902,11.8340496043365,7600,18177,9500,35277
2906903,39.9927589317976,5373,12809,6683,24865
2906904,54.84068791304061,3924,9400,4932,18256
2907001,149.135031105265,20509,41607,15445,77561
29072,74.6857103986711,908,2689,1553,5150
29073_AM,80.2140959398803,780,2992,1628,5400
29075,85.3039022956064,4533,11949,4662,21144
29076_AM,185.62904941948105,1012,2714,1438,5164
29079_AM,153.384406025811,1451,4264,2110,7825
29080,63.7367683368975,2230,5534,1820,9584
29082_AM,52.0524161199368,9552,25105,13412,48069
29084_AM,461.304398371139,7835,22714,8836,39385
29086_AM,124.7531713134,1132,2725,1213,5070
29088_AM,211.285490577041,1594,5485,2698,9777
29089_AM,177.647804025794,984,3040,1999,6023
29091,50.5465023738577,2485,7914,5022,15421
2909401,27.5662152079685,6894,17397,5708,29999
2909402_AD,59.768404380877,2820,7263,2562,12645
2909403,9.54924488398508,6072,14914,4587,25573
2909404,61.089745598507,3027,7369,2105,12501
29095_AM,92.7007391609684,1294,3300,1348,5942
29097_AM,103.290036561872,2224,5410,2205,9839
29100_AM,183.767709217245,1287,4087,2031,7405
29901,19.8324318325221,7699,38043,20686,66428
30001,235.959527523159,1715,3254,1452,6421
30002,115.171075083982,3471,6902,3312,13685
30003,252.16982313275,11807,23627,1524,36958
30005,16.2461631203489,9229,21215,10493,40937
30007,23.8286014468918,2574,5008,2140,9722
30008,312.280465456824,5201,11716,4366,21283
30009,16.3874320499981,4131,11834,3616,19581
30010,10.1273096915887,2412,6528,2181,11121
30011,87.4141863359059,988,3463,2485,6936
30012,82.6071436828867,2245,6414,3458,12117
30013,185.073460087846,2761,6043,1770,10574
30014_AM,151.262053336812,1099,2863,1232,5194
30015,860.203254891415,3764,13883,9567,27214
3001601,0.898503013290596,962,2335,1223,4520
3001602,1.05267556126245,2630,6380,3342,12352
3001603,1.48836350210163,6568,15934,8346,30848
3001604,0.40211428674493,1308,3173,1662,6143
3001605,64.6809997701752,2555,6132,3006,11693
3001606,106.589271006938,4517,10949,5699,21165
3001607,128.132060782385,4476,10890,5678,21044
3001608,22.799033675531,9812,23805,12469,46086
3001609,172.77846607487402,1636,3979,2074,7689
3001610,60.1292800246546,10731,26033,13636,50400
30017,299.581790356359,4372,9314,2073,15759
30018,10.287622283118,3048,6940,1664,11652
30019,367.661865140087,8794,20454,6952,36200
30020,149.66578182773398,2736,6005,2014,10755
30021,274.00220930794103,2789,10372,4306,17467
30022,970.442906863204,6547,13999,7202,27748
30023,56.5859913114535,1410,3583,993,5986
3002401,6.70426989173059,8564,32173,17351,58088
3002402,1671.25669590898,5204,19105,10178,34487
30025,15.753073369285,1852,4024,1740,7616
30026,319.43797771134,8755,20837,2272,31864
3002701,169.80168445415802,12854,37642,18717,69213
30028,956.287081743661,2334,5077,982,8393
30029_AM,664.5167910196051,5407,11641,3855,20903
3003001,5.0845051277287,9971,33589,11957,55517
3003002,3.04559962531699,8421,28369,10098,46888
3003003,3.66137342459012,9001,30322,10794,50117
3003004,108.39756622108,16533,54239,19869,90641
3003005,90.0046321903301,13200,44468,15829,73497
3003006,123.973904759254,8789,29029,10285,48103
3003007,171.822804606536,9143,28073,10019,47235
3003008,381.22865782235095,2092,7054,2525,11671
30033,145.121159513589,4083,8373,3229,15685
30035,75.2753594835923,5116,20118,8594,33828
30036,22.3227346704952,5602,14235,5925,25762
30037,189.728554272804,6314,19565,9978,35857
30038,38.8550939378082,5914,13773,3532,23219
30039_AM,339.05802681054,7818,16907,6588,31313
30041,24.8284480331094,5149,11499,2918,19566
30042_AM,98.6968947037558,985,2342,884,4211
30043,606.509040406998,5360,19199,10333,34892
30901,44.1546566029,2854,9283,4219,16356
30902,19.86129449306,3911,8453,3961,16325
31010_AM,60.8742670736076,1754,4859,2424,9037
31015_AM,189.95704068736,1367,3356,1036,5759
31016,1.91322455267342,913,4809,4786,10508
31019_AM,736.12331636358,1029,2701,1204,4934
31023,40.6188783265111,3067,5984,1331,10382
31029_AM,432.409234924332,941,2391,1049,4381
31036_AM,237.209873098927,984,2616,1051,4651
31038_AM,480.645868634387,1057,2886,1134,5077
31041_AM,188.227510906678,1237,3385,1793,6415
31042_AM,86.2009012429286,896,2750,1619,5265
31050_AM,390.370078975937,1705,4855,2168,8728
31060,2.16203540201195,3400,9252,5789,18441
31067_AM,250.651089485352,1150,3282,1276,5708
31070,18.4765361739353,891,2246,1173,4310
31072_AM,80.67632429346331,2270,5716,2391,10377
31076_AM,91.5137072557431,1785,3828,1695,7308
31077,81.1806866148417,1893,3852,2099,7844
31078_AM,72.9685924771336,759,2961,1971,5691
31084_AM,125.924309782753,1272,3110,1226,5608
31086,53.5084692211499,5238,10677,4905,20820
31088,48.2245405324446,1467,4596,2576,8639
31092_AM,1212.18314290671,980,2484,971,4435
31097,15.4057876730977,2723,8093,3533,14349
31098_AM,320.05367574667105,1342,3304,1159,5805
31104_AM,188.457437829667,770,1998,996,3764
31108_AM,125.061586273478,1019,2592,1043,4654
31122,3.81857006953666,1859,3684,1558,7101
31138_AM,194.846078525026,939,2304,854,4097
31142_AM,214.15653659667,1492,3509,1434,6435
31149_AM,193.434781241183,1000,2305,878,4183
31157_AM,60.6480893429712,1358,3420,1460,6238
31163_AM,102.540654914502,1333,3170,982,5485
31165_AM,149.30357737932198,1409,2767,726,4902
31169_AM,75.20062747055569,854,3073,2097,6024
31176_AM,94.3318082017685,2200,5399,1757,9356
31191_AM,402.55430237315295,1491,3692,1284,6467
3120101,0.580627713973696,2290,5795,1965,10050
3120102,1.3558116670671,4256,10771,3652,18679
3120103,3.57329908852027,7816,19840,6783,34439
3120104,4.18183821002481,7383,18083,6448,31914
3120105,3.86430931766601,4198,10658,4080,18936
3120106,3.76184172184793,3697,10322,5040,19059
3120107,6.48130930464717,9082,24966,10184,44232
3120108,1.33046731479002,2439,6150,2098,10687
31202,88.4794166736615,1357,2957,1090,5404
31206_AM,81.84596200908899,777,2089,976,3842
31208_AM,106.536386370879,994,3345,2014,6353
31215,21.089906365116203,1166,3538,1676,6380
31216_AM,288.550179587297,1917,4652,1699,8268
31221_AM,224.071268038458,1113,3035,1361,5509
31227,98.4321301765338,3132,7027,1051,11210
31232,215.901813747015,4770,17963,12768,35501
31249_AM,143.76930592629702,1226,3845,1562,6633
31250_AM,154.44757382694502,1968,4737,1614,8319
31251_AM,96.5072281250753,950,2562,904,4416
31258,1.07866156875647,1804,5753,2558,10115
31260_AM,330.135479112665,1032,2580,1139,4751
31901,1.38629110275128,1890,9159,7129,18178
31902,25.7437969558139,933,3348,2506,6787
31903,2.69294960444598,2071,5608,1701,9380
31904_AM,252.168869658748,1486,3244,1268,5998
31905_AM,84.8005767631622,1468,3141,739,5348
31906_AM,46.3103543109162,1299,2886,1498,5683
31907,5.09796697356149,3530,7329,3374,14233
31908_AM,297.361190350404,1068,2641,1114,4823
32001_AM,111.205816708069,1662,4645,1485,7792
32004_AM,265.591242211095,1692,3614,1366,6672
32007_AM,350.87968642670796,1492,3838,1869,7199
32008_AM,128.375538627926,3129,7731,2739,13599
32009,85.6948156189685,2033,7802,3934,13769
32013_AM,317.772584613614,1455,3411,1665,6531
32017_AM,706.6454606618449,1184,3038,840,5062
32019,54.402347310003805,3091,7901,3078,14070
32020_AM,155.735863463688,1192,3234,1829,6255
32024,67.3518468613502,1053,3002,1595,5650
32026_AM,77.877633895337,1455,3477,1009,5941
32032,132.757376228834,2670,5704,1954,10328
32042_AM,420.996614461251,1337,3268,1382,5987
32043_AM,365.580600905884,1470,3809,1430,6709
32045_AM,115.164366134129,1336,3512,1542,6390
32050_AM,365.610836219424,1695,4283,2053,8031
32051_AM,392.734560720879,1398,3012,805,5215
3205401,8.64344191153046,5512,10925,3672,20109
3205402,12.0701318125796,4304,8487,2838,15629
3205403,5.67659529531245,6033,12365,4020,22418
3205404,8.21138495908463,4294,8532,2910,15736
3205405,50.0045416519358,7207,14295,4733,26235
32056_AM,153.437717742478,1024,2921,1208,5153
32058_AM,159.350964131374,1853,4869,2002,8724
32063_AM,547.160420336003,1380,3307,1431,6118
32067_AM,274.95245951053704,1364,3391,1421,6176
32069,25.1239604071435,1170,2784,1166,5120
32072_AM,178.43692406477402,1839,4646,1599,8084
32075_AM,90.5732441018546,1713,4135,1788,7636
32076_AM,205.135130831226,1665,3714,1107,6486
32085,94.1391927009968,3467,8640,2424,14531
32086_AM,747.564051191602,1269,3016,1063,5348
32091_AM,604.9342537911269,1389,3483,1123,5995
33001_AM,874.296579013489,1154,2933,1148,5235
33002,376.044803018901,3079,7528,1012,11619
3300401,26.0492459802958,12975,39318,25608,77901
33007_AM,462.041564348896,955,2280,895,4130
33008_AM,525.668680317848,1122,3307,1745,6174
33011,823.541562674016,2074,7690,3989,13753
33012,212.64401252959905,1603,3906,867,6376
33014,67.4011882702238,2196,5767,2718,10681
33015_AM,697.568455819986,602,1694,918,3214
33016,55.4879595951681,4436,12563,5580,22579
33019_AM,110.965747182134,764,2650,1048,4462
33020_AM,70.5567083173801,4061,8692,3699,16452
33021,100.721046734207,638,3011,2341,5990
33023_AM,143.86024360378798,1447,3998,1578,7023
3302401,1.06865029336962,7881,18468,5428,31777
3302402,0.252052381045442,654,1533,450,2637
3302403,2.58990222336251,7866,18432,5418,31716
3302404,1.39344495803177,4253,9967,2929,17149
