id,area,Y,M,O,total
07059,38.9921847211914,606,2665,1993,5264
07060_AM,80.64978865012459,649,3199,3201,7049
07061,42.8218127933441,1578,7979,4962,14519
07062,42.6514534999252,2219,6812,3263,12294
07064,11.6402174337353,763,3312,3338,7413
07065_AM,117.233026106496,1301,3517,2401,7219
08001,20.0124989617959,1379,6454,4170,12003
08003,9.54654471637282,1020,5800,3202,10022
08005,14.2588368011993,512,3864,4496,8872
08006,6.37130162972714,1901,7113,6520,15534
08007,20.993812863080503,1538,5245,2460,9243
08009,25.301312233300997,1006,8395,2983,12384
08010_AM,80.7742990066784,662,4888,2208,7758
08014_AM,92.12511951816327,822,2707,2087,5616
0801501,0.546956137456818,1811,4210,2105,8126
0801502,0.7534378701671991,3971,9231,4615,17817
0801503,1.13296540041845,3809,8854,4427,17090
0801504,2.00273115562352,5951,13833,6916,26700
0801505,2.07322840076391,2510,5834,2917,11261
0801506,9.26512526113496,1717,4088,2042,7847
0801507,1.3539948096309,8691,20580,10366,39637
0801508,1.47766858163443,4251,10163,5138,19552
0801509,2.53998995513361,14026,35447,17766,67239
08016_AM,444.644911415005,689,2614,1884,5187
08017_AM,149.71236732451098,981,3497,2168,6646
08018_AM,66.3205109586225,655,2328,1818,4801
0801901,4.37758152779448,7505,51385,38683,97573
0801902,7.48604969142985,19367,132595,99818,251780
0801903,23.2678925702362,13379,88726,72537,174642
0801904,6.02590532020118,6125,37918,32619,76662
0801905,19.975122431411094,12283,72723,55527,140533
0801906,4.19437968150421,8924,61097,45994,116015
0801907,11.972908153808898,12757,87338,65749,165844
0801908,8.04623246432478,13302,86601,63344,163247
0801909,6.58529907910614,16755,77906,50300,144961
0801910,10.5465871893282,24322,123617,79143,227082
08020,50.4208910365508,1334,4245,1592,7171
08022,22.5625394260374,1862,8734,5557,16153
08023,28.8427800129952,1113,6140,3399,10652
08029,9.047581925451013,671,2030,2063,4764
08030,6.98919579232623,975,5035,1873,7883
08031_AM,471.120904884436,1005,3917,2902,7824
08033,37.641421168657494,3502,12616,2094,18212
08035,7.89338208990501,4661,8404,5531,18596
08037_AM,16.6706318432319,497,2556,1622,4675
08040,6.31681223683887,2374,8082,4131,14587
08041,6.793587492706631,1562,9766,4492,15820
08043_AM,53.0292151822889,1963,5396,1722,9081
08044_AM,9.4161086459559,977,3935,1927,6839
08046,12.145960631007,3108,11108,3996,18212
08047_AM,168.64381784702502,686,3017,1738,5441
08051_AM,86.48483973962719,3512,14389,9836,27737
08053_AM,53.7700066451146,528,3848,2939,7315
08054,31.1374241272218,994,7881,4337,13212
0805601,1.0264688765929,3473,10292,3989,17754
0805602,0.43098358538055,2368,6966,2647,11981
0805603,2.3732015541093,1968,5868,2309,10145
0805604,4.7990167740327,2580,7589,2884,13053
0805605,4.05889752031719,2619,7705,2928,13252
08064_AM,263.50141284150004,874,3467,2340,6681
08067,15.3698011102109,632,3750,2868,7250
08068_AM,29.627673545163,1938,6099,3970,12007
08069,18.218644404147,800,2369,1494,4663
08072,18.325238486468,1108,6030,8436,15574
0807301,1.68307891888478,2708,12676,5113,20497
0807302,2.53371745712823,774,3660,1512,5946
0807303,1.43281869329741,1800,8401,3353,13554
0807304,0.584533217962461,2803,13166,5242,21211
0807305,0.185992925359063,1305,6132,2441,9878
0807306,0.412837138789447,1883,8844,3521,14248
08074,13.3225499692249,3329,8811,2889,15029
08075,40.7641700115427,897,2933,1907,5737
08076,27.2077016439889,3613,12616,6186,22415
08077,4.50713208581662,9150,19830,16039,45019
08085_AM,54.0790493567113,991,2783,1529,5303
08086,29.446385017129803,3870,10698,4969,19537
08088,19.0432058159699,3499,9858,3095,16452
08089,30.8950840783881,8466,24638,13005,46109
08091_AM,43.0508431411691,970,4572,3619,9161
08092_AM,152.458052196608,1172,4376,3337,8885
08094_AM,45.4893280768254,1093,3161,1097,5351
0809601,3.0791203115373196,3377,7804,4201,15382
0809602,0.820592436195135,2471,5459,2969,10899
0809603,1.36104318775591,3531,7835,4239,15605
0809604,9.55384861964434,3916,8802,4855,17573
08098_AM,54.4676694453129,1150,2619,1840,5609
08100_AM,122.388004807835,680,2739,1813,5232
0810101,2.9591217906119103,4281,22912,22112,49305
0810102,0.98712948783149,3620,23112,22834,49566
0810103,3.64060398160021,3091,19735,19497,42323
0810104,0.790782727945532,3070,19601,19365,42036
0810105,0.930993019949494,2807,17440,17189,37436
0810106,3.14113946720264,2241,14082,13535,29858
08102,8.104533549540209,9772,24376,4444,38592
08105,3.06374533249371,1476,6557,4954,12987
08106,27.7045902322129,1375,5227,3641,10243
08107,22.5145101653448,2905,8456,3889,15250
08108,10.8370002289203,742,2888,2957,6587
08110,8.740343090195879,3799,10753,4349,18901
08112,17.163673291797103,3489,10883,6145,20517
0811301_AD,19.5652061449388,1696,4757,4355,10808
0811302,5.77399156753357,3346,9455,8714,21515
0811304,4.36522633295169,3225,9279,8240,20744
0811305,11.9356669207223,3283,9264,8417,20964
08114,12.8325297838911,3430,13054,10087,26571
08115_AM,8.12442403702945,932,3663,1167,5762
08118,3.4054003174422403,5053,13057,5145,23255
08119,17.130673363606597,965,5027,3417,9409
08120,25.4878669821812,925,4338,4378,9641
0812101,0.787096932941314,2118,6697,3348,12163
0812102,6.0484096408220696,3491,11030,5509,20030
0812103,9.765965491782431,4189,13333,6654,24176
0812104,1.60844502418405,2779,8877,4415,16071
0812105,1.38205211311459,5324,16831,8415,30570
0812106,2.71031589658446,3981,12576,6372,22929
08122_AM,79.0839188635415,1277,3508,1697,6482
08123,15.7902011056885,3550,16495,5285,25330
0812401,1.60801141858998,2260,6886,2558,11704
0812402,2.9515330635857,2859,8670,2889,14418
0812403,6.328730207767579,4839,14110,4889,23838
08125,23.5146865443696,5375,20831,9199,35405
08126,2.91300383773484,1546,5755,4192,11493
08135,4.12988207819922,1272,3765,2992,8029
08136,10.319064812662,1218,8553,6570,16341
08138,75.9288054771781,1648,3465,1313,6426
08140,5.510424130922289,786,2587,2729,6102
08141,80.9332803597013,929,3517,1740,6186
08143_AM,204.312885826142,920,3245,2598,6763
08145_AM,77.242626520365,1595,3563,1189,6347
08147,16.6892979226534,3563,11658,9047,24268
08155_AM,29.1466480644934,1905,6805,5236,13946
08156,14.9803988288619,1092,6637,7110,14839
08157,8.515109707917851,1701,5846,4563,12110
08158,8.76065851345325,557,1979,1369,3905
08159,8.83050401378751,4318,9263,4711,18292
08161,57.160056510797595,2690,9794,4788,17272
08162_AM,81.0057863761306,1042,2985,1857,5884
08163,10.4759545376886,4809,11856,10770,27435
08167,8.799661187607692,1085,3968,3522,8575
0816901,2.1760343970340204,764,3683,3978,8425
0816902,0.6866284391334659,1095,5269,6159,12523
0816903,5.17351159027191,1779,8540,9972,20291
0816904,10.0715188307982,583,2796,3263,6642
0816905,13.427420917824,1241,5975,6984,14200
08171_AM,208.702760922473,859,2929,1825,5613
08172,1.97670537675339,3420,16848,7768,28036
08175_AM,229.305698240348,1060,3440,1581,6081
08180,4.334949169112679,4975,23627,9289,37891
08181,37.0030328725337,2415,5998,2630,11043
08182,27.6463893464875,852,2149,849,3850
08183,2.22368704651764,1270,3901,1199,6370
0818401,8.25035145366402,1249,3125,2161,6535
0818402,17.3515142976289,1974,5043,3468,10485
0818403,1.6120642180818898,2783,7166,5019,14968
0818404,5.03273601129344,7941,20541,14289,42771
0818701,4.07322318389764,9459,27232,16339,53030
0818702,7.69134153485859,4286,12438,7554,24278
0818703,7.1047511050159,6043,17593,10831,34467
0818704,3.82180689198822,6776,19621,11888,38285
0818705,4.37419540727266,3383,10200,6181,19764
0818706,3.85713133957686,3076,12942,13128,29146
0818707,6.62031188288943,1524,4582,2979,9085
08191,65.7432117295946,1494,4121,1007,6622
08192,16.9351691310003,579,3378,3556,7513
08194,3.78389934010479,5487,20704,10157,36348
08196,5.58911074952818,1862,12451,12180,26493
08197,11.8862627646543,2006,6234,2971,11211
08198,13.9400564907129,994,2833,2550,6377
0820001,1.49910127558448,1243,4186,4050,9479
0820002,4.14839516272233,3617,13682,14289,31588
0820003,1.1266561850987,1558,6233,6700,14491
0820004,11.5825329541208,1692,6883,7124,15699
0820005,1.73098160461519,529,2118,2277,4924
0820006,1.42106218793301,586,2345,2521,5452
08202,65.5859579752039,2652,9135,5485,17272
08203_AM,61.2595296308521,1425,5112,2916,9453
08204,10.8671147073926,721,2369,991,4081
0820501,21.834324056071697,4647,19343,15691,39681
0820502,3.71135791484262,2363,9774,7948,20085
0820503,9.42988139372084,923,3687,2922,7532
0820504_AD,8.4665100156614,684,2848,2313,5845
0820505,4.8782111714373295,1739,7193,5849,14781
08208_AM,38.21281623595,1864,5443,3590,10897
08209,13.1921081187274,1221,5135,2512,8868
08210,15.0458633270391,628,2940,2960,6528
08211,11.8858894010608,6111,18581,19285,43977
08213,21.9302804179208,1326,4409,2910,8645
08214,8.93063621279268,1291,4578,3079,8948
08215_AM,23.096122943891498,1037,3358,2194,6589
08217,6.17639671235258,6189,17947,9206,33342
08218_AM,80.82596674999809,2060,7499,5074,14633
08219,3.94507826903927,3729,12310,4532,20571
08220_AM,23.1525705204042,1101,2691,1744,5536
08221,7.7147688454464,1904,9355,5935,17194
08227_AM,64.0845246409302,617,2538,1812,4967
08230,6.557161282843659,2077,6405,2415,10897
08231,40.8776371958102,7581,17601,5175,30357
08232_AM,38.5366357340947,1195,2998,987,5180
08233_AM,321.846164975586,983,3594,2140,6717
08234_AM,74.1384044276889,1592,5957,3187,10736
08235,7.58496387188082,734,2711,1915,5360
08237_AM,71.3253142216043,864,2843,1828,5535
08238,14.5035262476382,1784,10681,7160,19625
08240,18.9964797175191,1436,7226,4873,13535
08244,7.520317821573769,1275,3615,3140,8030
0824501,0.459286135731981,3250,11431,6500,21181
0824502,0.568595114579082,2287,8001,4543,14831
0824503,4.37485939260839,3013,10598,6020,19631
0824504,0.5744815422747379,3243,11409,6487,21139
0824505,0.842987879028006,3601,12682,7194,23477
0824506,0.275400147202551,2475,8708,4951,16134
08248,14.1715836160718,474,3528,3801,7803
08250,27.7051990372913,1453,4821,3247,9521
08251,17.5051836258822,998,4031,2270,7299
08252,8.22062891546926,6213,16578,9962,32753
08259,16.875708145890798,1725,5900,1863,9488
08260,15.5994290622776,3260,14010,8192,25462
08262_AM,35.2341502172456,1496,5687,3199,10382
08263,9.135122395332887,5888,17300,5239,28427
08264_AM,8.63464886089772,2161,5624,2140,9925
08266,30.9179645458134,6487,27188,22363,56038
08267,28.2927386861513,988,4535,3775,9298
08268_AM,412.645833003127,712,2443,1408,4563
08269_AM,169.145819909949,1855,4158,1620,7633
08270,43.8195987232767,8368,17317,3524,29209
08273_AM,86.77798637199139,1043,3802,1313,6158
08274,23.7485857972943,637,2588,2550,5775
08278_AM,37.6780019247272,922,3598,1992,6512
0827901,2.25208267220337,1463,14452,19208,35123
0827902,3.9182288229198696,1033,8878,11402,21313
0827903_AD,12.5544564649946,1744,14483,17020,33247
0827904,9.738378292432191,2086,17243,20161,39490
0827905,30.9097690259863,2074,18967,24672,45713
0827906,10.8333266507798,2093,17059,21761,40913
08281,6.65069433816093,1404,2866,2351,6621
08282,7.91356994464425,1054,4653,3149,8856
08283,16.4253617592526,1588,4210,2091,7889
08284_AM,116.923897490236,4492,11332,3491,19315
08285,13.527139171935,1346,7047,5998,14391
08286_AM,33.4768557876063,896,3164,2031,6091
08288_AM,141.828056146171,793,2713,1547,5053
08289,13.619422856261,1105,3498,1680,6283
08291,40.480269811606306,1460,4536,1949,7945
08295,23.8349727782556,2494,8058,4892,15444
08298,30.7963567770103,6195,22880,12847,41922
08300_AM,27.398261154812,895,5153,3126,9174
0830101,14.5270366618388,2270,11427,10886,24583
0830102,5.61968337256271,3839,19181,18348,41368
08302,10.4938054133445,1305,5771,4976,12052
08305,19.9155908139455,4022,21189,13490,38701
0830701,2.07704455306445,2399,10919,4692,18010
0830702,4.17021869053578,1920,8704,3724,14348
0830703,10.5487197727668,1074,4885,2127,8086
0830704,17.1271000760144,3505,16019,6860,26384
08902_AM,31.6276891132368,1021,5669,3413,10103
08904,0.885440052768739,902,5350,6962,13214
09018,127.364767479862,6908,16547,9006,32461
09048_AM,837.097476619518,805,2655,1897,5357
